strawberry	arugula	rhubarb	beet	banana	cranberry	elderberry	raisin	watermelon	tomato	chestnut	pea	currant	nectarine	cabbage	okra	lettuce	pineapple	ginger	mulberry	artichoke	fig	kiwi	quince	asparagus	olive	kohlrabi	chickpea	potato	fennel	thyme	plantain	type
383	111	102	2	94	141	2	2	13	5	1	40	176	125	0	3	162	0	116	1	187	12	565	0	118	48	1	206	1	134	100	2	8
3	23	97	145	80	184	342	67	72	50	81	39	9	116	3	2	54	37	124	103	2	25	2	0	0	94	0	128	392	100	28	105	5
137	201	157	32	136	52	191	78	143	209	258	17	69	94	127	167	20	38	60	280	332	16	128	98	41	19	51	166	486	273	65	332	15
226	141	40	0	11	81	1	1	70	213	0	130	320	25	85	90	271	2	49	0	62	32	138	464	150	77	56	38	0	273	24	1	10
0	138	38	1	30	160	2	224	203	63	3	144	47	213	312	267	140	118	88	45	2	147	2	321	2	47	123	141	0	98	29	320	3
90	136	37	274	63	80	309	425	30	148	139	112	61	203	446	97	92	117	107	146	602	48	138	51	119	33	181	64	258	22	121	238	15
0	6	17	2	158	175	0	423	233	189	0	355	161	111	44	25	28	171	87	72	1	116	0	523	0	291	157	57	2	203	111	138	3
118	265	109	1	113	45	2	140	28	304	0	74	134	382	1	2	214	284	69	273	476	164	45	3	16	62	1	129	0	185	70	140	9
1	82	88	0	27	88	1	41	210	43	2	244	66	19	290	99	106	118	10	112	0	12	1	112	2	62	80	206	0	52	73	78	3
0	115	62	368	99	128	134	148	106	57	151	53	37	142	457	269	30	160	59	142	1	11	3	350	0	146	32	2	72	63	57	11	7
93	116	75	724	64	78	43	1	132	177	134	76	1	241	134	213	98	0	63	2	259	213	107	202	217	124	83	54	495	139	190	1	14
1	136	31	0	169	76	1	1	21	117	1	33	170	123	2	0	108	0	16	0	0	156	1	2	0	24	2	88	0	112	106	2	0
2	99	65	2	6	243	0	138	83	107	2	93	30	97	342	278	109	134	102	109	0	17	1	227	3	61	316	42	1	128	25	127	3
309	81	102	14	205	85	359	116	183	22	204	162	49	158	156	332	120	19	25	548	199	14	64	145	617	113	100	183	127	228	58	153	15
4	167	80	2	137	54	1	1	127	31	1	75	20	31	2	1	449	0	123	0	0	176	0	2	0	41	0	46	2	40	116	1	0
217	47	50	2	145	54	3	0	14	125	6	112	84	130	1	0	63	1	514	0	31	47	284	2	131	167	2	208	1	158	52	3	8
231	138	62	84	213	75	119	38	56	100	560	111	44	278	1	3	89	358	130	100	203	61	162	0	324	77	2	102	13	255	46	116	13
309	92	305	94	86	62	230	0	102	146	360	248	57	29	211	211	66	0	19	4	183	97	18	573	118	159	221	30	77	83	316	0	14
332	62	202	1	47	70	1	2	38	57	0	318	28	24	211	0	94	2	91	2	69	40	491	172	130	134	315	209	0	50	84	0	10
1	85	43	172	89	60	145	40	68	196	145	134	99	14	279	65	550	81	164	141	1	306	0	305	2	126	136	115	63	3	145	129	7
125	101	93	2	101	82	0	0	144	13	1	16	66	29	28	104	270	0	0	2	29	80	47	149	26	81	93	51	0	46	46	1	10
1	98	51	1	124	45	0	1	187	30	0	91	58	224	2	3	50	2	143	1	1	79	1	1	1	52	0	157	0	181	134	0	0
1	81	16	61	102	88	171	125	81	29	214	35	79	134	4	100	142	378	5	251	0	177	5	57	0	5	46	79	65	109	118	765	7
34	28	43	0	52	88	1	468	102	266	1	227	15	42	0	1	47	64	26	203	116	8	318	2	284	140	0	161	0	90	36	23	9
1	36	124	62	49	163	381	0	29	84	304	35	122	386	2	0	31	0	39	1	0	84	0	3	0	281	0	108	352	219	87	1	4
0	79	47	0	233	128	2	0	89	80	0	179	215	30	1	0	151	0	92	1	1	44	0	0	1	162	0	98	1	132	94	1	0
0	37	59	1	80	443	1	197	95	31	0	100	146	149	1	1	31	47	128	155	0	73	0	7	2	41	0	70	0	39	8	189	1
342	120	111	173	84	103	434	0	76	40	663	153	16	312	76	63	103	0	59	0	125	52	212	171	322	273	348	134	144	13	45	1	14
1	58	177	0	168	94	1	1	130	12	0	197	92	31	1	1	37	0	37	0	0	46	2	1	1	67	3	27	3	135	28	0	0
1	27	60	2	71	171	0	54	79	102	0	80	91	147	203	31	104	41	51	428	0	275	0	34	0	159	49	149	0	41	128	78	3
3	250	123	1	227	27	1	0	98	98	0	160	170	68	225	67	194	0	54	1	0	50	0	82	0	329	53	122	0	37	245	0	2
1	132	247	0	158	87	0	2	70	48	0	190	294	249	42	84	43	0	58	0	1	34	2	294	0	9	287	78	0	158	158	0	2
2	48	54	2	17	78	2	101	60	162	1	67	82	53	529	234	12	280	190	306	1	60	0	463	1	62	19	34	1	67	32	271	3
0	195	150	0	32	4	0	49	44	126	0	93	65	39	0	1	170	232	27	82	2	188	2	1	1	20	0	96	5	95	71	545	1
0	19	191	0	166	90	1	123	115	41	2	127	115	66	6	2	154	6	84	281	3	20	1	1	4	16	3	26	2	29	316	147	1
38	79	20	1	26	135	0	170	16	184	4	153	74	123	1	1	92	66	150	407	123	34	95	0	43	57	1	234	1	52	58	51	9
131	109	82	4	23	81	0	2	204	234	0	94	114	68	1	0	25	0	35	1	162	84	31	0	175	107	1	212	1	57	82	2	8
425	216	26	26	85	39	212	77	85	89	338	5	155	12	150	135	76	508	347	53	536	243	645	36	93	34	377	195	166	47	131	151	15
0	27	97	176	69	15	30	290	74	80	380	366	172	248	62	9	15	95	14	332	0	101	0	181	0	50	605	122	174	11	218	95	7
2	15	152	2	71	35	0	2	180	40	0	118	32	68	87	27	211	0	181	1	0	55	2	469	0	125	124	52	0	3	2	1	2
2	56	106	83	15	42	141	334	21	77	220	66	142	84	476	124	43	128	112	579	0	172	0	549	1	9	124	9	30	218	112	14	7
1	19	98	1	11	181	1	0	108	146	2	131	155	20	26	362	10	0	453	0	3	174	1	448	5	58	478	67	0	2	92	2	2
0	403	227	0	86	112	1	112	31	311	0	203	135	276	0	3	115	129	21	284	1	67	2	0	1	1	0	141	0	57	200	233	1
0	64	180	5	75	24	3	0	23	40	1	30	14	116	97	42	16	0	42	0	0	43	3	285	0	129	452	150	1	91	101	0	2
568	99	289	1	23	31	0	1	78	194	1	48	69	30	1	0	47	1	13	1	148	137	119	0	204	81	2	10	0	195	46	0	8
2	86	64	4	254	77	0	2	117	71	0	140	184	220	1	0	49	2	76	1	3	22	0	0	0	27	0	27	3	117	273	1	0
1	336	3	0	104	40	3	275	39	131	2	83	111	44	88	243	132	248	129	534	0	68	1	352	1	152	410	195	0	298	30	587	3
62	16	194	207	209	32	224	138	104	144	420	115	247	69	3	1	152	249	72	366	148	14	46	1	117	127	5	62	99	181	65	408	13
0	27	61	19	153	54	417	0	215	296	109	86	102	122	366	61	368	1	138	1	0	150	1	147	0	53	137	128	129	58	51	4	6
3	10	282	17	80	43	336	320	61	47	69	179	79	40	40	46	70	678	64	107	1	141	6	206	1	179	272	49	114	101	182	63	7
0	20	42	1	80	224	2	114	17	241	3	113	159	131	82	224	103	414	229	139	0	89	1	88	0	36	140	184	0	187	127	41	3
244	63	41	261	172	116	66	240	49	21	139	107	27	94	489	43	71	89	41	67	258	34	186	294	219	72	175	6	58	79	95	328	15
0	51	108	4	43	294	3	266	359	126	0	22	84	112	295	177	109	336	41	92	0	82	0	592	0	110	303	13	0	66	24	172	3
0	74	189	0	222	179	1	124	32	201	1	70	153	23	341	264	66	456	36	285	0	40	3	228	2	153	240	49	0	102	49	220	3
126	51	92	292	19	73	220	262	145	14	144	80	42	20	0	0	69	329	2	125	22	19	79	0	100	31	2	60	442	184	41	166	13
135	135	82	1	208	48	2	87	127	73	0	118	140	75	287	139	92	141	4	146	171	74	117	195	134	258	93	44	0	61	6	111	11
54	280	202	1	173	234	1	118	127	193	0	86	31	165	0	0	68	213	38	76	92	132	162	1	81	26	0	226	0	129	39	247	9
453	147	17	0	118	53	1	1	69	308	2	384	347	113	164	114	109	1	36	1	543	49	722	212	103	76	63	80	0	51	91	0	10
171	50	24	0	138	164	0	386	103	13	1	256	120	485	1	1	171	113	24	116	28	30	10	0	210	217	1	115	1	37	73	8	9
3	52	50	116	27	197	220	68	37	89	315	44	195	15	574	394	2	137	39	81	0	129	0	501	2	130	15	126	37	70	206	72	7
1	205	67	328	276	211	43	258	95	86	283	68	56	190	234	176	123	134	135	155	0	28	0	181	2	57	64	177	29	120	191	197	7
200	136	10	127	47	21	28	197	10	109	225	84	26	102	20	62	72	346	301	57	49	334	98	201	369	128	301	159	27	238	82	324	15
0	89	73	0	49	150	0	0	40	115	0	60	38	2	74	190	14	0	94	0	0	128	2	273	0	66	151	88	0	20	79	2	2
302	193	46	0	155	75	1	4	35	10	2	86	51	18	0	1	119	0	193	2	135	17	333	1	360	45	0	63	0	82	14	0	8
354	19	66	1	135	47	3	58	76	50	0	42	171	23	1	1	106	51	23	30	76	69	82	2	179	161	1	80	1	70	48	847	9
97	10	147	725	286	18	114	0	153	346	158	84	31	94	126	102	88	0	163	3	289	25	507	324	381	38	370	136	393	52	106	2	14
0	84	193	186	63	20	46	307	56	146	42	98	122	71	149	128	50	588	66	154	3	46	0	139	3	127	554	15	198	95	75	571	7
312	24	42	2	30	176	1	251	83	125	5	95	5	347	2	0	208	162	69	142	156	110	131	0	453	69	1	158	0	72	34	92	9
1	55	34	1	124	65	5	30	25	196	0	108	11	58	0	1	47	121	93	173	2	162	1	1	0	55	3	421	0	76	43	370	1
0	74	37	0	25	121	0	0	180	166	4	31	67	117	0	1	199	0	26	1	0	31	0	1	0	39	1	271	0	267	210	0	0
734	56	137	3	113	7	1	1	59	93	2	75	24	41	94	73	56	1	55	1	324	163	75	28	318	145	214	89	2	175	242	4	10
66	90	32	307	29	142	58	3	55	4	371	164	95	75	140	320	66	1	54	1	87	157	668	165	53	54	56	77	95	117	153	2	14
1	88	39	1	86	190	2	114	63	89	0	180	21	46	266	192	68	32	42	147	2	194	1	91	0	140	228	86	3	4	77	51	3
1	96	78	0	41	19	0	346	309	87	1	57	201	63	172	80	7	119	78	107	1	13	5	138	3	76	360	283	0	197	183	16	3
0	23	153	462	155	34	286	381	55	48	240	182	8	91	15	121	46	495	46	47	2	49	0	317	1	7	24	37	288	159	80	98	7
68	81	137	1	115	112	2	111	16	168	1	134	42	19	1	0	138	133	155	16	466	14	261	0	150	87	0	95	5	84	51	620	9
508	63	101	2	162	39	2	34	44	467	0	69	125	151	0	1	48	354	110	28	304	194	214	0	60	141	0	55	0	79	97	99	9
149	110	65	115	114	30	105	0	116	41	135	115	82	21	1	0	83	1	46	0	356	136	161	0	731	14	0	24	25	105	163	1	12
28	12	40	77	11	134	206	80	144	217	94	175	9	90	28	782	122	416	119	523	94	105	11	622	42	25	95	12	206	154	31	154	15
208	129	116	0	38	6	3	1	7	82	1	379	92	88	0	2	200	0	86	1	429	53	180	3	461	71	0	94	1	122	57	1	8
43	39	152	1	81	16	5	69	78	221	0	85	13	236	2	0	15	156	83	324	310	21	389	0	149	61	0	62	2	34	148	201	9
0	106	3	37	102	28	453	334	20	56	282	21	20	173	0	1	106	73	157	483	0	53	1	4	1	83	1	73	511	223	146	119	5
0	103	36	0	49	183	0	0	137	149	0	222	162	58	170	160	51	0	73	0	0	119	1	95	0	54	113	145	0	215	232	0	2
125	37	126	0	162	77	0	0	73	64	0	12	6	161	3	2	41	0	42	2	276	43	44	0	94	17	1	41	0	297	129	2	8
1	27	91	436	68	177	565	841	53	221	321	306	138	77	1	0	116	144	248	30	4	26	2	1	2	69	0	12	246	65	30	330	5
119	69	83	28	37	39	208	1	80	57	269	37	17	42	194	180	130	0	60	1	222	247	358	140	169	118	260	292	327	3	53	0	14
1	64	38	127	116	45	22	202	156	40	124	84	84	36	236	613	32	400	55	26	0	18	2	109	0	79	137	307	63	109	193	140	7
5	217	112	0	70	20	0	1	230	176	1	104	99	103	0	2	28	0	260	3	0	25	0	0	2	82	2	202	3	213	63	0	0
356	27	129	0	180	270	1	1	268	245	0	94	134	129	225	90	85	0	9	2	343	116	100	175	47	220	243	64	1	20	298	2	10
218	285	38	74	86	46	412	1	70	26	155	18	175	16	3	0	167	0	35	0	122	35	235	1	214	127	4	124	125	110	284	0	12
44	30	130	0	104	291	5	0	43	107	0	170	15	192	28	123	219	1	4	0	76	57	65	157	264	140	27	129	1	20	203	4	10
1	99	38	3	23	130	1	613	133	21	2	28	78	187	2	0	92	230	153	530	2	100	6	3	0	237	1	147	1	147	181	142	1
88	42	21	0	32	34	1	174	24	144	0	50	83	59	0	2	101	160	56	166	43	14	394	0	105	9	0	126	0	67	64	580	9
174	45	26	145	126	64	286	3	150	87	142	179	69	67	2	1	43	0	33	0	171	86	324	0	145	113	1	71	338	24	160	0	12
116	56	203	1	57	215	0	0	271	64	0	271	42	171	2	1	87	0	58	0	39	49	128	0	100	25	0	126	2	98	71	1	8
0	81	171	313	63	46	128	246	198	132	72	100	15	33	354	144	99	340	44	53	0	93	0	56	2	17	62	34	220	127	47	22	7
102	32	11	0	167	212	0	0	108	103	0	143	139	261	1	2	49	1	109	0	390	368	60	0	261	226	0	22	3	53	83	0	8
0	25	9	2	12	30	0	1	93	429	2	104	55	96	1	0	79	1	88	3	2	32	1	1	0	72	1	41	0	183	70	1	0
206	74	148	0	32	80	0	0	120	19	1	60	102	218	46	31	204	0	32	0	511	215	81	276	317	213	84	201	0	145	165	2	10
374	69	174	1	18	47	2	120	159	67	1	16	12	96	2	0	211	123	134	58	89	12	264	0	17	142	3	51	4	246	42	29	9
0	131	112	3	26	69	1	1	159	34	0	166	83	85	118	182	8	0	218	1	0	257	0	139	0	391	239	336	0	65	39	2	2
63	240	367	27	76	122	170	160	179	14	315	25	136	177	2	0	145	447	60	279	23	37	170	5	142	180	1	82	316	148	226	297	13
47	70	100	112	11	70	222	398	15	196	444	26	34	69	0	2	140	79	43	527	97	110	120	1	369	218	0	100	309	114	50	600	13
562	119	138	395	242	91	94	0	37	134	77	36	80	20	91	304	53	1	215	1	270	219	52	221	791	29	32	55	201	50	46	0	14
0	61	296	1	176	100	1	1	55	187	1	178	59	177	73	278	67	0	24	0	0	34	2	400	0	30	173	125	0	87	204	1	2
561	115	225	123	13	72	164	0	52	8	244	90	40	98	557	395	207	0	2	2	101	101	98	123	200	66	23	162	120	82	97	1	14
41	84	75	204	55	27	217	46	148	73	120	208	191	33	0	0	132	231	91	175	235	90	48	0	165	21	0	107	428	34	18	141	13
0	94	109	2	62	10	2	303	179	43	0	17	35	145	0	1	87	41	183	208	0	72	4	3	0	100	2	40	4	61	87	204	1
1	98	30	210	456	10	44	314	144	10	586	74	321	132	265	8	33	254	51	85	1	1	2	106	1	88	312	38	68	123	98	269	7
221	89	163	0	7	37	4	1	153	32	0	207	309	104	177	92	29	0	55	4	49	182	248	273	183	30	211	84	2	190	54	3	10
1	167	33	64	89	15	46	704	96	242	126	182	111	102	283	324	74	131	37	95	4	25	0	154	0	85	116	374	68	43	35	161	7
0	107	61	2	70	33	4	35	24	114	0	84	205	264	0	0	16	182	279	36	3	40	1	0	2	31	0	71	1	56	56	107	1
60	153	51	3	91	73	0	1	136	23	0	198	103	75	424	35	52	0	98	0	113	169	49	1537	113	67	309	161	5	111	52	0	10
260	43	140	222	27	331	608	145	154	252	197	105	48	46	0	0	12	282	11	22	266	106	129	0	85	12	0	40	361	81	22	240	13
406	126	210	222	15	250	214	137	102	72	246	15	141	68	84	142	93	125	37	277	29	136	46	560	143	38	304	14	327	21	47	181	15
106	103	73	65	2	13	426	0	216	100	241	94	106	37	523	653	111	3	44	0	145	142	88	200	420	118	228	166	185	115	44	3	14
168	68	67	0	108	34	2	121	1	163	0	189	295	83	0	0	131	98	9	132	112	129	133	3	81	77	1	19	1	98	312	440	9
120	40	84	787	24	35	338	0	62	62	144	67	87	35	48	36	34	0	167	3	106	255	129	26	392	88	41	125	495	51	120	2	14
4	57	92	0	164	61	2	5	18	88	0	46	148	65	155	0	160	1	42	1	2	6	0	170	1	96	43	139	3	21	56	4	2
63	30	96	0	112	52	0	187	269	67	0	40	86	41	110	601	20	707	43	110	374	110	210	68	453	87	384	43	0	58	40	71	11
55	12	81	454	46	39	101	2	140	165	166	180	221	47	0	1	74	0	77	0	193	17	323	3	51	85	0	55	140	70	303	0	12
1	6	87	1	65	91	0	3	36	44	1	53	200	24	1	0	79	1	40	0	1	74	1	2	0	55	3	114	2	45	255	0	0
0	95	164	0	163	241	1	4	156	186	3	134	204	151	2	0	52	0	117	1	1	53	0	1	0	26	3	195	0	113	106	3	0
42	177	134	2	194	57	1	257	127	133	1	127	73	34	116	131	49	184	28	105	115	17	284	102	282	178	286	135	2	47	196	593	11
0	154	23	1	68	48	0	205	37	289	0	62	351	113	338	174	51	18	40	138	0	21	0	676	0	20	469	105	0	85	65	66	3
173	91	39	1	81	226	3	1	175	123	1	21	69	478	86	143	53	1	55	0	33	50	269	50	103	129	100	85	5	171	71	2	10
1	9	7	1	56	24	1	114	87	105	0	82	55	34	153	28	73	99	27	93	1	49	0	209	0	59	93	136	1	16	260	139	3
0	47	63	0	222	190	5	153	50	82	1	45	10	107	177	48	114	68	17	292	2	127	1	344	0	220	71	134	1	78	88	43	3
0	23	185	2	34	333	2	0	83	19	0	113	38	68	0	1	63	1	79	2	1	147	3	0	1	226	0	35	0	91	149	0	0
3	198	98	0	23	119	0	0	28	95	0	93	124	26	5	0	257	0	195	0	0	13	5	2	1	54	0	136	0	156	114	2	0
1	91	95	2	159	64	0	160	72	97	3	89	118	114	21	63	115	238	126	33	1	109	2	248	1	100	253	46	0	308	66	250	3
111	33	188	0	78	84	2	0	64	53	0	12	101	64	2	0	121	5	129	0	11	103	326	1	169	173	1	112	1	121	110	0	8
192	404	83	43	6	147	45	215	99	37	346	24	273	54	1	2	163	163	11	228	272	25	144	0	87	127	1	13	23	52	350	161	13
295	196	185	189	88	39	77	1	86	46	352	77	58	33	350	149	45	4	11	0	130	49	83	306	222	228	256	319	100	53	192	4	14
0	183	179	0	177	80	1	573	33	225	0	251	13	138	186	60	57	33	136	143	1	154	3	115	0	34	725	42	2	84	212	104	3
36	41	8	2	7	72	0	0	23	52	1	78	41	53	0	2	306	0	13	1	68	23	83	0	69	26	2	7	2	34	29	2	8
711	37	9	3	18	175	1	335	89	51	0	0	63	46	0	1	51	133	97	213	410	11	540	1	72	316	0	23	0	155	71	530	9
167	208	205	99	23	163	475	138	20	93	241	60	86	134	0	0	160	153	24	98	174	38	99	0	198	194	1	170	126	103	43	101	13
0	127	178	0	7	56	1	83	198	48	1	120	143	33	1	0	220	26	45	2	0	20	1	0	0	116	0	41	2	50	350	297	1
167	57	103	529	115	154	211	136	114	17	254	20	170	109	0	0	308	163	77	282	87	116	76	1	60	24	1	143	446	119	24	117	13
0	127	111	4	9	291	0	156	187	28	1	403	196	217	458	9	56	256	46	318	1	71	0	149	3	90	176	95	0	85	38	151	3
7	71	90	148	106	177	142	0	5	147	138	303	249	47	391	26	26	2	64	0	199	46	161	139	158	160	277	176	459	141	18	0	14
1	176	109	197	74	103	655	3	48	80	373	31	85	117	3	0	49	2	144	0	1	44	6	0	0	157	1	10	198	32	76	3	4
3	214	134	186	104	45	229	652	65	76	286	34	234	71	1	4	229	263	63	111	1	227	0	0	2	183	2	137	1034	68	97	68	5
57	30	79	1	179	144	1	246	46	26	0	128	42	29	0	1	105	214	188	297	50	55	41	0	147	222	0	19	0	392	49	373	9
3	19	59	60	64	114	133	373	148	33	16	118	69	45	5	2	146	109	140	111	0	32	2	0	1	72	1	74	62	97	60	165	5
235	230	24	222	252	38	377	0	148	51	99	140	79	129	3	0	50	2	35	0	138	72	312	1	31	197	0	136	136	7	460	1	12
120	84	92	46	86	110	77	1	44	99	264	30	45	97	34	59	83	0	24	0	110	0	249	571	93	100	165	110	342	284	100	0	14
98	49	78	1	30	67	1	0	148	29	0	57	275	98	1	0	93	2	72	1	264	41	38	2	74	108	0	57	2	59	230	0	8
76	44	132	132	95	151	189	3	29	30	141	84	103	64	165	468	76	4	135	0	192	107	339	86	260	123	141	91	231	238	123	0	14
599	31	51	201	107	59	616	54	103	294	421	31	164	143	162	36	146	204	165	869	429	110	540	132	78	30	62	31	154	413	204	70	15
1	28	149	1	120	91	2	119	174	132	0	146	579	34	3	0	197	815	55	12	0	31	0	2	0	53	0	128	1	287	107	110	1
157	105	21	0	80	72	0	0	262	56	0	158	18	21	163	112	99	0	39	0	307	39	73	189	244	62	21	274	2	61	117	1	10
283	43	43	1	40	88	0	31	45	101	1	152	67	33	1	1	18	486	114	77	374	69	652	1	364	301	2	426	0	85	83	116	9
361	171	38	168	11	123	95	1	52	20	275	55	20	80	0	0	268	2	67	0	79	103	220	1	209	113	0	144	159	124	7	1	12
128	83	31	138	253	174	149	179	127	135	129	103	44	169	1	1	126	507	42	78	265	152	112	1	118	84	0	29	10	81	27	300	13
129	184	140	391	186	49	271	0	86	350	20	74	171	84	168	269	165	0	161	0	189	52	302	200	185	112	291	40	152	152	27	0	14
171	55	258	95	120	0	163	0	144	156	236	149	141	74	402	45	178	1	373	0	110	93	178	382	250	60	305	38	76	16	100	0	14
1	65	399	473	23	100	12	160	123	0	195	89	112	102	74	449	39	179	194	358	4	9	1	187	1	15	54	105	336	168	10	86	7
0	169	59	89	26	62	84	0	24	248	50	17	64	134	252	335	111	3	43	1	0	21	1	62	0	68	87	92	210	67	155	0	6
1	35	88	0	55	95	0	1	442	75	1	60	46	15	140	94	39	0	134	1	0	118	3	64	2	187	30	15	0	133	70	0	2
2	132	191	82	121	42	278	3	100	229	210	219	124	87	58	386	22	2	79	1	0	143	1	64	0	19	348	100	281	216	39	0	6
647	21	126	0	53	83	3	3	112	67	0	92	140	10	0	6	136	0	17	0	32	40	331	0	151	44	0	137	1	56	128	1	8
233	36	163	48	72	65	193	4	167	108	295	171	99	39	125	329	198	0	26	0	273	164	370	105	104	168	78	224	48	51	70	0	14
68	114	37	0	71	71	2	20	95	29	1	4	34	157	0	1	192	268	65	43	123	70	265	1	270	104	3	273	4	246	166	462	9
147	221	212	0	80	32	4	3	49	52	0	34	65	6	240	265	145	0	12	0	354	196	81	224	274	143	152	95	5	48	299	1	10
2	96	67	89	23	36	22	89	185	92	172	87	99	121	588	184	89	49	311	49	1	45	1	40	3	76	399	41	19	89	98	49	7
0	118	227	13	53	239	92	1	8	76	74	89	207	51	128	221	354	0	117	1	2	59	0	185	0	35	303	190	262	181	82	0	6
0	62	86	1	51	31	0	319	170	56	1	56	111	71	232	27	140	98	82	76	1	149	3	249	0	108	41	145	6	25	186	50	3
219	149	14	45	112	103	45	1	109	15	386	211	24	49	168	216	41	2	223	4	172	9	93	253	615	30	25	133	203	39	24	2	14
75	142	236	0	12	62	2	996	16	117	0	32	30	212	0	0	23	143	273	217	448	10	262	1	541	122	3	72	2	248	100	245	9
66	123	141	0	79	7	1	97	151	84	1	126	428	182	1	2	245	79	40	200	74	27	54	0	83	53	1	27	1	71	69	73	9
2	75	54	0	49	233	1	131	85	136	1	54	262	44	140	337	197	264	33	93	0	186	0	165	2	47	302	148	0	114	83	318	3
55	122	59	136	93	25	26	210	57	336	114	340	68	64	388	184	119	67	37	67	296	57	151	675	126	49	67	57	33	19	3	48	15
110	63	239	65	91	208	595	1	11	103	94	117	57	52	52	212	121	0	113	0	129	97	1	116	204	107	29	87	253	289	280	1	14
432	196	259	1	18	58	0	44	136	39	1	191	16	131	0	0	171	21	97	61	259	87	85	4	154	15	2	16	0	53	52	275	9
47	64	54	0	59	86	0	164	155	83	2	44	110	19	1	0	51	49	21	66	442	26	73	3	213	129	4	81	2	18	54	231	9
219	47	88	3	2	141	1	95	168	57	2	82	185	47	137	96	75	439	37	232	358	40	487	55	58	157	60	27	1	44	84	219	11
30	188	123	2	245	45	1	515	70	143	0	139	181	55	326	100	109	245	68	306	271	85	114	333	36	239	210	9	2	195	147	91	11
2	114	17	1	21	172	5	161	44	214	0	87	63	86	0	0	58	166	83	197	3	107	2	1	0	124	1	73	0	28	44	201	1
3	37	49	295	84	124	113	291	9	55	155	131	56	136	3	439	135	481	61	62	0	92	3	234	3	72	281	51	119	404	245	72	7
73	26	94	157	31	120	298	1	199	41	76	137	196	89	0	1	28	0	260	2	215	33	197	3	200	36	1	40	377	23	131	1	12
191	67	168	1	33	48	0	0	91	107	0	13	4	43	1	0	86	1	209	1	124	90	99	1	166	12	0	113	1	172	54	2	8
638	227	76	0	57	154	3	194	34	117	0	247	273	48	3	1	58	91	10	124	105	71	86	0	8	29	2	33	1	205	76	188	9
2	18	106	316	207	67	62	41	65	125	371	20	49	37	3	1	180	196	38	164	0	17	1	0	2	366	0	23	514	60	389	75	5
0	52	348	215	58	102	52	113	18	157	291	47	134	28	348	194	114	282	249	330	0	75	0	284	2	90	446	314	220	81	72	129	7
0	398	51	0	64	128	0	1	147	149	0	104	308	124	393	153	34	0	70	0	1	37	0	330	2	30	107	41	1	88	118	0	2
195	8	35	477	26	131	232	0	227	207	108	118	157	145	2	5	41	0	45	2	58	113	25	1	20	141	1	91	34	13	45	4	12
1	93	16	3	47	94	0	41	52	108	0	95	31	24	1	1	137	130	193	159	0	125	2	0	0	186	3	239	1	27	91	152	1
145	74	210	0	133	29	2	145	167	247	0	42	41	31	2	0	114	106	192	252	282	105	164	1	291	29	1	243	1	371	47	204	9
360	166	80	0	45	86	1	172	28	59	1	65	95	27	3	0	228	103	34	95	203	75	588	1	414	36	1	427	0	82	118	414	9
2	85	46	31	33	81	184	0	85	9	131	69	32	122	0	0	116	0	80	0	1	111	0	0	1	47	2	148	134	42	16	0	4
3	78	14	109	94	141	105	296	33	83	322	130	208	116	135	301	399	369	218	119	1	6	1	431	1	117	250	72	142	30	19	217	7
126	27	18	0	120	80	0	2	40	77	0	203	33	172	6	2	61	0	243	3	188	115	194	3	202	102	1	105	0	40	25	0	8
1	125	138	2	56	15	2	224	129	77	0	53	99	135	34	137	22	129	83	96	0	256	2	113	0	65	56	15	0	102	153	178	3
0	270	131	43	1	5	110	136	88	103	315	176	20	126	0	2	18	554	69	157	1	62	0	1	0	32	2	14	98	22	163	79	5
409	36	58	0	113	251	2	0	94	106	1	101	69	45	1	1	78	0	83	0	67	76	341	0	77	127	2	39	0	55	32	4	8
0	41	188	0	128	64	0	3	86	176	1	132	191	88	1058	434	35	1	171	0	0	180	1	138	0	28	121	236	1	5	85	1	2
258	70	14	0	129	219	0	71	335	83	0	52	44	157	2	0	53	50	18	105	49	9	10	3	44	24	0	82	1	103	10	222	9
356	70	30	69	155	92	56	0	91	167	171	252	74	128	801	376	125	2	57	0	284	1	201	210	390	26	331	35	150	3	56	0	14
59	86	98	331	65	205	145	1	143	169	217	91	401	55	411	69	32	0	13	4	152	58	83	237	108	24	157	208	133	38	328	0	14
2	255	37	0	39	6	2	147	102	63	1	54	97	14	45	198	76	54	123	12	0	43	1	323	0	78	552	36	1	113	87	393	3
1	135	72	3	164	25	1	51	212	46	0	121	75	77	0	0	41	641	78	292	1	112	0	0	4	142	0	107	1	154	232	376	1
2	4	28	105	219	27	90	1	135	179	173	65	36	240	256	378	145	1	65	0	0	48	0	160	0	33	75	34	168	15	51	0	6
0	27	92	0	13	34	2	104	110	102	0	21	19	23	267	424	66	159	209	186	2	71	0	199	1	59	520	68	0	76	136	42	3
56	139	117	164	15	41	167	34	201	134	297	96	141	27	187	175	24	208	41	432	131	56	211	107	347	85	204	17	69	26	8	47	15
0	204	125	1	364	154	1	598	49	103	0	116	88	77	3	6	295	225	182	35	3	36	0	0	3	148	1	67	0	22	115	54	1
113	82	46	1	166	29	1	143	25	30	0	9	132	116	2	0	53	9	5	225	65	46	535	2	180	144	0	65	0	64	63	115	9
220	112	152	4	120	21	0	134	13	160	1	118	134	54	0	0	99	31	230	83	13	11	157	0	367	6	0	83	1	174	38	256	9
